date,purchases,unique_invoices,unique_users,unique_streams,total_views,year_month,revenue
2019-02-19,1593,64,477,900,8615,2019-02,5573.04
2019-02-20,1578,68,660,862,8022,2019-02,7190.04
2019-02-21,1294,66,220,784,8106,2019-02,5068.530000000001
2019-02-22,978,51,203,596,7219,2019-02,3507.9400000000005
2019-02-23,0,0,0,0,0,2019-02,0.0
2019-02-24,812,35,31,566,3619,2019-02,2449.63
2019-02-25,1737,61,804,931,7310,2019-02,7995.4
2019-02-26,1361,67,310,845,8008,2019-02,7259.880000000001
2019-02-27,935,67,61,550,6053,2019-02,3467.06
2019-02-28,1389,85,497,814,7583,2019-02,5659.09
2019-03-01,1107,56,256,723,6483,2019-03,3255.5
2019-03-02,0,0,0,0,0,2019-03,0.0
2019-03-03,844,35,29,520,3385,2019-03,2845.04
2019-03-04,1971,107,884,1058,7875,2019-03,10757.98
2019-03-05,1600,61,448,888,8907,2019-03,5333.13
2019-03-06,1277,79,295,778,7158,2019-03,4801.92
2019-03-07,1131,90,254,678,7185,2019-03,3723.8999999999996
2019-03-08,959,66,345,615,5861,2019-03,10475.690000000002
2019-03-09,0,0,0,0,0,2019-03,0.0
2019-03-10,537,17,16,419,2014,2019-03,1374.63
2019-03-11,1111,61,53,688,6147,2019-03,3851.6900000000005
2019-03-12,1292,65,482,728,6931,2019-03,11141.28
2019-03-13,874,59,69,588,5766,2019-03,3178.3100000000004
2019-03-14,2074,88,1052,1081,9453,2019-03,8655.67
2019-03-15,1379,76,377,788,7240,2019-03,17046.97
2019-03-16,0,0,0,0,0,2019-03,0.0
2019-03-17,1453,64,297,864,7791,2019-03,5053.79
2019-03-18,1068,69,124,637,6735,2019-03,2938.76
2019-03-19,2384,83,1187,1159,9848,2019-03,10389.57
2019-03-20,1319,88,328,793,7486,2019-03,4778.02
2019-03-21,1577,95,87,795,9152,2019-03,4687.93
2019-03-22,1386,67,435,824,6963,2019-03,5604.1
2019-03-23,0,0,0,0,0,2019-03,0.0
2019-03-24,737,46,44,515,3193,2019-03,2176.4
2019-03-25,1672,85,401,904,8599,2019-03,9699.41
2019-03-26,1983,95,965,990,11440,2019-03,9098.14
2019-03-27,1590,118,369,902,9468,2019-03,5140.84
2019-03-28,1738,94,695,895,8885,2019-03,9091.810000000001
2019-03-29,1261,107,188,765,7496,2019-03,4684.35
2019-03-30,0,0,0,0,0,2019-03,0.0
2019-03-31,731,22,24,526,2723,2019-03,1788.1599999999999
2019-04-01,1705,81,519,921,8172,2019-04,18797.46
2019-04-02,1215,96,282,751,7075,2019-04,6221.75
2019-04-03,1122,89,357,756,5857,2019-04,3770.2599999999998
2019-04-04,1527,81,274,844,7110,2019-04,4707.59
2019-04-05,1441,136,471,884,8736,2019-04,9002.98
2019-04-06,0,0,0,0,0,2019-04,0.0
2019-04-07,940,37,32,637,3996,2019-04,3110.41
2019-04-08,1259,74,145,778,8765,2019-04,3611.4300000000003
2019-04-09,1152,81,100,666,8366,2019-04,3700.69
2019-04-10,1052,79,69,675,7484,2019-04,3022.2799999999997
2019-04-11,1608,109,162,785,10996,2019-04,5481.55
2019-04-12,1483,57,739,719,6927,2019-04,8714.420999999998
2019-04-13,0,0,0,0,0,2019-04,0.0
2019-04-14,968,44,39,620,5480,2019-04,2774.57
2019-04-15,3208,96,1786,1286,10647,2019-04,12345.269999999999
2019-04-16,1887,75,739,991,9133,2019-04,7149.880000000001
2019-04-17,1025,89,156,603,7680,2019-04,3238.3900000000003
2019-04-18,1930,112,608,967,9690,2019-04,9542.420000000002
2019-04-19,0,0,0,0,0,2019-04,0.0
2019-04-20,0,0,0,0,0,2019-04,0.0
2019-04-21,0,0,0,0,0,2019-04,0.0
2019-04-22,0,0,0,0,0,2019-04,0.0
2019-04-23,1903,86,721,933,9275,2019-04,8523.9
2019-04-24,1307,92,302,801,7837,2019-04,4271.07
2019-04-25,1192,101,222,755,7883,2019-04,4706.13
2019-04-26,0,0,0,0,0,2019-04,0.0
2019-04-27,0,0,0,0,0,2019-04,0.0
2019-04-28,452,21,18,361,2571,2019-04,1298.41
2019-04-29,0,0,0,0,0,2019-04,0.0
2019-04-30,1449,126,489,796,7474,2019-04,28575.589999999997
2019-05-01,1161,77,68,702,7857,2019-05,3593.41
2019-05-02,1838,110,685,917,10040,2019-05,6246.54
2019-05-03,2051,113,799,1037,10686,2019-05,7276.01
2019-05-04,0,0,0,0,0,2019-05,0.0
2019-05-05,1506,67,58,742,7610,2019-05,4316.8
2019-05-06,1766,84,762,866,9413,2019-05,8745.48
2019-05-07,2586,116,1307,941,11692,2019-05,15484.55
2019-05-08,1701,97,270,848,10268,2019-05,5969.6
2019-05-09,1965,106,260,961,12556,2019-05,8547.73
2019-05-10,1425,77,366,782,8670,2019-05,4957.360000000001
2019-05-11,0,0,0,0,0,2019-05,0.0
2019-05-12,809,31,75,575,3552,2019-05,2277.3599999999997
2019-05-13,1609,87,477,799,9484,2019-05,20897.62
2019-05-14,1932,121,669,910,11045,2019-05,10116.7
2019-05-15,1366,89,258,729,8818,2019-05,5320.06
2019-05-16,1949,124,472,904,11856,2019-05,7760.89
2019-05-17,1129,90,225,616,8116,2019-05,3970.24
2019-05-18,0,0,0,0,0,2019-05,0.0
2019-05-19,1564,62,57,881,9437,2019-05,4596.72
2019-05-20,1646,122,375,850,8592,2019-05,12608.920000000002
2019-05-21,1750,101,715,933,8549,2019-05,7291.139999999999
2019-05-22,1322,91,362,715,7278,2019-05,4553.69
2019-05-23,971,78,125,558,6209,2019-05,4279.93
2019-05-24,1170,85,358,660,6670,2019-05,5204.24
2019-05-25,0,0,0,0,0,2019-05,0.0
2019-05-26,632,25,20,443,2633,2019-05,1716.09
2019-05-27,0,0,0,0,0,2019-05,0.0
2019-05-28,1281,62,411,743,6671,2019-05,5080.380000000001
2019-05-29,1456,65,772,826,5626,2019-05,5831.2
2019-05-30,1588,86,571,879,7871,2019-05,7065.06
2019-05-31,858,53,241,564,4782,2019-05,3258.4100000000003
2019-06-01,0,0,0,0,0,2019-06,0.0
2019-06-02,1561,70,62,758,9016,2019-06,4963.0
2019-06-03,1229,73,201,748,7083,2019-06,4730.5
2019-06-04,1926,98,525,999,9921,2019-06,6788.25
2019-06-05,2327,113,915,1051,12288,2019-06,10794.619999999999
2019-06-06,1850,110,519,1003,11143,2019-06,7678.74
2019-06-07,1067,92,406,670,5859,2019-06,44471.11999999999
2019-06-08,0,0,0,0,0,2019-06,0.0
2019-06-09,1075,40,40,649,4786,2019-06,3058.84
2019-06-10,1472,87,351,846,8056,2019-06,6006.17
2019-06-11,1587,66,604,880,7104,2019-06,6435.360000000001
2019-06-12,1718,90,448,927,8970,2019-06,7495.18
2019-06-13,1534,107,335,869,9710,2019-06,5497.96
2019-06-14,961,62,124,586,6652,2019-06,3116.09
2019-06-15,0,0,0,0,0,2019-06,0.0
2019-06-16,1167,64,57,724,6987,2019-06,3447.66
2019-06-17,2020,102,882,1009,9455,2019-06,15143.19
2019-06-18,1538,85,578,874,7367,2019-06,6712.1900000000005
2019-06-19,1017,68,83,652,7141,2019-06,3593.7799999999997
2019-06-20,1973,90,448,971,10522,2019-06,6436.83
2019-06-21,1039,63,345,652,6405,2019-06,15250.810000000001
2019-06-22,0,0,0,0,0,2019-06,0.0
2019-06-23,708,36,30,557,2750,2019-06,2594.11
2019-06-24,1182,61,414,724,5152,2019-06,4679.18
2019-06-25,1043,84,279,647,6805,2019-06,5266.540000000001
2019-06-26,1358,67,812,999,6420,2019-06,4903.17
2019-06-27,1620,80,477,944,9435,2019-06,5499.379999999999
2019-06-28,1027,70,192,607,5539,2019-06,3570.6000000000004
2019-06-29,0,0,0,0,0,2019-06,0.0
2019-06-30,602,27,24,423,2534,2019-06,1793.98
