date,purchases,unique_invoices,unique_users,unique_streams,total_views,year_month,revenue
2019-02-20,1528,64,657,849,7488,2019-02,7000.9
2019-02-21,1219,62,216,758,7477,2019-02,4793.93
2019-02-22,911,46,198,575,6670,2019-02,3224.04
2019-02-23,0,0,0,0,0,2019-02,0.0
2019-02-24,797,33,29,555,3516,2019-02,2391.38
2019-02-25,1628,53,796,905,6390,2019-02,7588.6
2019-02-26,1051,55,303,681,5388,2019-02,4281.16
2019-02-27,890,64,59,534,5734,2019-02,3314.8
2019-02-28,1222,75,489,749,5888,2019-02,5017.24
2019-03-01,950,48,249,669,5184,2019-03,2668.8599999999997
2019-03-02,0,0,0,0,0,2019-03,0.0
2019-03-03,844,35,29,520,3385,2019-03,2845.04
2019-03-04,1905,98,877,1040,7548,2019-03,10432.369999999999
2019-03-05,1491,56,443,858,7888,2019-03,5006.22
2019-03-06,1155,75,291,743,6184,2019-03,4398.75
2019-03-07,954,81,249,590,5514,2019-03,3128.49
2019-03-08,873,59,341,573,5152,2019-03,3440.3900000000003
2019-03-09,0,0,0,0,0,2019-03,0.0
2019-03-10,519,16,15,411,1854,2019-03,1320.81
2019-03-11,924,51,45,604,4778,2019-03,3105.1400000000003
2019-03-12,1155,57,474,671,5649,2019-03,5476.629999999999
2019-03-13,786,54,64,546,5237,2019-03,2682.4700000000003
2019-03-14,1907,80,1044,1029,7885,2019-03,8037.3
2019-03-15,1259,70,372,743,6268,2019-03,16580.22
2019-03-16,0,0,0,0,0,2019-03,0.0
2019-03-17,1388,58,291,838,7259,2019-03,4735.41
2019-03-18,999,64,120,617,6503,2019-03,2739.66
2019-03-19,2207,75,1181,1129,8437,2019-03,9746.830000000002
2019-03-20,1185,80,321,748,6192,2019-03,4356.139999999999
2019-03-21,1460,85,79,757,8128,2019-03,4163.84
2019-03-22,1178,57,425,756,5100,2019-03,4880.17
2019-03-23,0,0,0,0,0,2019-03,0.0
2019-03-24,725,43,41,506,3132,2019-03,2087.31
2019-03-25,1462,74,393,847,6583,2019-03,9035.970000000001
2019-03-26,1852,92,937,964,9835,2019-03,8698.989999999998
2019-03-27,1509,113,364,871,8680,2019-03,4836.01
2019-03-28,1633,87,689,867,7920,2019-03,8671.510000000002
2019-03-29,1162,99,175,715,6706,2019-03,3993.72
2019-03-30,0,0,0,0,0,2019-03,0.0
2019-03-31,731,22,24,526,2723,2019-03,1788.1599999999999
2019-04-01,1608,69,511,894,7418,2019-04,6172.049999999999
2019-04-02,1077,86,274,702,5684,2019-04,3566.91
2019-04-03,1056,87,355,717,5315,2019-04,3592.4
2019-04-04,1382,72,266,785,5836,2019-04,4232.26
2019-04-05,1300,129,464,830,7481,2019-04,8560.599999999999
2019-04-06,0,0,0,0,0,2019-04,0.0
2019-04-07,914,36,31,617,3806,2019-04,3017.4799999999996
2019-04-08,1102,65,137,712,7459,2019-04,3059.63
2019-04-09,1099,78,67,632,7897,2019-04,3524.26
2019-04-10,985,76,66,638,6902,2019-04,2762.41
2019-04-11,1445,99,154,723,9698,2019-04,4738.17
2019-04-12,1406,52,734,693,6339,2019-04,8310.721000000001
2019-04-13,0,0,0,0,0,2019-04,0.0
2019-04-14,912,41,36,595,5080,2019-04,2514.74
2019-04-15,3178,91,1782,1277,10373,2019-04,11835.279999999999
2019-04-16,1755,68,732,949,8051,2019-04,6621.66
2019-04-17,990,84,153,591,7407,2019-04,3096.9700000000003
2019-04-18,1746,105,601,932,8442,2019-04,8782.310000000001
2019-04-19,0,0,0,0,0,2019-04,0.0
2019-04-20,0,0,0,0,0,2019-04,0.0
2019-04-21,0,0,0,0,0,2019-04,0.0
2019-04-22,0,0,0,0,0,2019-04,0.0
2019-04-23,1821,80,715,907,8919,2019-04,8178.9
2019-04-24,1255,88,298,778,7357,2019-04,4042.9700000000003
2019-04-25,1114,95,216,716,7160,2019-04,4442.67
2019-04-26,0,0,0,0,0,2019-04,0.0
2019-04-27,0,0,0,0,0,2019-04,0.0
2019-04-28,419,20,17,339,2236,2019-04,1218.1399999999999
2019-04-29,0,0,0,0,0,2019-04,0.0
2019-04-30,1323,115,482,763,6464,2019-04,28102.510000000002
2019-05-01,1081,70,62,673,7001,2019-05,3385.36
2019-05-02,1677,102,678,871,8452,2019-05,5740.32
2019-05-03,1979,107,793,1020,10093,2019-05,6952.63
2019-05-04,0,0,0,0,0,2019-05,0.0
2019-05-05,1394,64,56,690,6582,2019-05,4009.01
2019-05-06,1673,77,755,849,8622,2019-05,8448.5
2019-05-07,2424,108,1264,896,10134,2019-05,15023.870000000003
2019-05-08,1556,89,263,803,9128,2019-05,5432.38
2019-05-09,1554,90,250,858,8739,2019-05,5813.48
2019-05-10,1249,70,268,703,7105,2019-05,4433.5
2019-05-11,0,0,0,0,0,2019-05,0.0
2019-05-12,781,29,73,562,3300,2019-05,2108.42
2019-05-13,1446,80,471,751,8094,2019-05,20236.699999999997
2019-05-14,1705,111,616,863,8907,2019-05,8802.66
2019-05-15,1271,83,252,699,8062,2019-05,4857.11
2019-05-16,1702,110,450,821,9924,2019-05,6706.62
2019-05-17,1071,84,219,601,7700,2019-05,3619.9
2019-05-18,0,0,0,0,0,2019-05,0.0
2019-05-19,1422,58,53,815,8325,2019-05,4120.030000000001
2019-05-20,1423,102,364,787,6912,2019-05,5662.04
2019-05-21,1718,97,711,925,8306,2019-05,7171.0599999999995
2019-05-22,1199,84,355,666,6292,2019-05,4045.43
2019-05-23,811,65,117,507,4766,2019-05,3699.77
2019-05-24,1077,82,355,630,5987,2019-05,4901.59
2019-05-25,0,0,0,0,0,2019-05,0.0
2019-05-26,602,24,19,425,2389,2019-05,1598.0
2019-05-27,0,0,0,0,0,2019-05,0.0
2019-05-28,1115,52,401,680,5345,2019-05,4440.860000000001
2019-05-29,1381,57,766,808,4936,2019-05,5588.870000000001
2019-05-30,1401,80,565,805,7016,2019-05,6591.09
2019-05-31,777,47,236,529,4204,2019-05,2894.54
2019-06-01,0,0,0,0,0,2019-06,0.0
2019-06-02,1345,62,54,669,7218,2019-06,4123.98
2019-06-03,1088,66,194,685,6139,2019-06,4130.1900000000005
2019-06-04,1847,93,520,981,9290,2019-06,6505.890000000001
2019-06-05,2090,102,907,962,10154,2019-06,10134.77
2019-06-06,1596,96,506,913,8993,2019-06,6661.9000000000015
2019-06-07,990,88,402,643,4990,2019-06,44136.55999999999
2019-06-08,0,0,0,0,0,2019-06,0.0
2019-06-09,1048,38,38,641,4526,2019-06,2985.2200000000003
2019-06-10,1216,79,343,777,5934,2019-06,5095.99
2019-06-11,1585,65,603,879,7101,2019-06,6428.16
2019-06-12,1445,80,425,833,6133,2019-06,6763.24
2019-06-13,1382,99,328,818,8617,2019-06,4830.860000000001
2019-06-14,771,56,118,501,4941,2019-06,2340.1000000000004
2019-06-15,0,0,0,0,0,2019-06,0.0
2019-06-16,1062,57,51,686,5876,2019-06,3093.54
2019-06-17,1677,88,868,913,6711,2019-06,7741.98
2019-06-18,1330,78,533,786,6033,2019-06,5835.83
2019-06-19,892,59,59,603,5964,2019-06,2457.01
2019-06-20,1849,81,442,942,9478,2019-06,5968.250000000001
2019-06-21,907,54,308,602,5211,2019-06,13711.7
2019-06-22,0,0,0,0,0,2019-06,0.0
2019-06-23,675,33,27,534,2423,2019-06,2460.38
2019-06-24,1126,58,412,708,4727,2019-06,4466.99
2019-06-25,932,80,277,611,5477,2019-06,4991.26
2019-06-26,1274,62,756,965,5702,2019-06,4611.0
2019-06-27,1487,72,470,897,8230,2019-06,5128.02
2019-06-28,923,62,184,565,4674,2019-06,3096.2
2019-06-29,0,0,0,0,0,2019-06,0.0
2019-06-30,602,27,24,423,2534,2019-06,1793.98
